NAME,SHORTNAME
frontdoor inc.,frontdoor
Fuel Tech Inc.,Fuel Tech
FRONTEO Inc.,FRONTEO
Franklin Limited Duration Income Trust of Beneficial Interest,Franklin Limited Duration Income Trust of Beneficial Interest
Future FinTech Group Inc.,Future FinTech
TechnipFMC plc,TechnipFMC plc
Flotek Industries Inc.,Flotek Industries
Fortinet Inc.,Fortinet
FTE Networks Inc.,FTE Networks
Frontier Communications Corporation,Frontier Communications
First Trust Indxx Global Natural Resources Income ETF,First Trust Indxx Global Natural Resources Income
Fortis Inc.,Fortis
FTS International Inc.,FTS International
Forty Seven Inc.,Forty Seven
Fortive Corporation,Fortive
E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Food ETN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Food ETN
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Biofuels Index - Total Return Structured Product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Biofuels Index Total Return Structured Product
H. B. Fuller Company,H. B. Fuller Company
Fulton Financial Corporation,Fulton Financial
Cedar Fair L.P.,Cedar Fair
First United Corporation,First United
Sprott Focus Trust Inc.,Sprott Focus Trust
First US Bancshares Inc.,First US Bancshares
Arcimoto Inc.,Arcimoto
FVCBankcorp Inc.,FVCBankcorp
First Trust VL Dividend,First Trust VL Dividend
Five Star Senior Living Inc.,Five Star Senior Living
First Trust Value Line 100 Fund,First Trust Value Line 100 Fund
Madrona Global Bond,Madrona Global Bond
Madrona Domestic,Madrona Domestic
Madrona International,Madrona International
Liberty Media Corporation Series A,Liberty Media Series
Liberty Media Corporation Series C,Liberty Media Series C
Forward Pharma A/S,Forward Pharma A/S
Forward Air Corporation,Forward Air
Invesco CurrencyShares Australian Dollar Trust,Invesco CurrencyShares Australian Dollar Trust
Invesco CurrencyShares British Pound Sterling Trust,Invesco CurrencyShares British Pound Sterling Trust
Invesco CurrencyShares Canadian Dollar Trust,Invesco CurrencyShares Canadian Dollar Trust
Invesco CurrencyShares Chinese Renminbi Trust,Invesco CurrencyShares Chinese Renminbi Trust
First Trust Cons. Discret. AlphaDEX,First Trust Cons. Discret. AlphaDEX
Invesco CurrencyShares Euro Currency Trust,Invesco CurrencyShares Euro Currency Trust
Invesco CurrencyShares Swiss Franc Trust,Invesco CurrencyShares Swiss Franc Trust
First Trust Cons. Staples AlphaDEX,First Trust Cons. Staples AlphaDEX
First Trust Health Care AlphaDEX,First Trust Health Care AlphaDEX
iShares China Large-Cap,iShares China Large-Cap
First Trust Technology AlphaDEX,First Trust Technology AlphaDEX
First Trust Energy AlphaDEX Fund,First Trust Energy AlphaDEX Fund
First Trust Financials AlphaDEX,First Trust Financials AlphaDEX
First Trust Industrials AlphaDEX,First Trust Industrials AlphaDEX
Invesco CurrencyShares Swedish Krona Trust,Invesco CurrencyShares Swedish Krona Trust
First Trust Utilities AlphaDEX Fund,First Trust Utilities AlphaDEX Fund
Invesco CurrencyShares Japanese Yen Trust,Invesco CurrencyShares Japanese Yen Trust
First Trust Materials AlphaDEX Fund,First Trust Materials AlphaDEX Fund
First Trust Small Cap Growth AlphaDEX Fund,First Trust Small Cap Growth AlphaDEX Fund
First Trust Small Cap Value AlphaDEX Fund,First Trust Small Cap Value AlphaDEX Fund
First Trust Small Cap Core AlphaDEX Fund,First Trust Small Cap Core AlphaDEX Fund
Genpact Limited,Genpact Limited
Gabelli Equity Trust Inc. (The),Gabelli Equity Trust (The)
German American Bancorp Inc.,German American Bancorp
Gaia Inc.,Gaia
Gladstone Investment Corporation,Gladstone Investment
SPDR SSgA Global Allocation,SPDR SSgA Global Allocation
Galectin Therapeutics Inc.,Galectin Therapeutics
General American Investors Inc.,General American Investors
Garrison Capital Inc.,Garrison Capital
StealthGas Inc.,StealthGas
GATX Corporation,GATX
Guggenheim Taxable Municipal Managed Duration Trust of Beneficial Interest,Guggenheim Taxable Municipal Managed Duration Trust of Beneficial Interest
Glacier Bancorp Inc.,Glacier Bancorp
Golub Capital BDC Inc.,Golub Capital BDC
iShares Government/Credit Bond,iShares Government/Credit Bond
Gamco Investors Inc.,Gamco Investors
Global Indemnity Limited,Global Indemnity Limited
New Concept Energy Inc,New Concept Energy
Global Blood Therapeutics Inc.,Global Blood Therapeutics
Greenbrier Companies Inc. (The),Greenbrier Companies (The)
GAIN Capital Holdings Inc.,GAIN Capital
Greene County Bancorp Inc.,Greene County Bancorp
WisdomTree Continuous Commodity Index Fund,WisdomTree Continuous Commodity Index Fund
Clarymore CEF GS Connect ETN,Clarymore CEF GS Connect ETN
Gannett Co. Inc.,Gannett Co.
Genesco Inc.,Genesco
GCP Applied Technologies Inc.,GCP Applied
Gabelli Convertible and Income Securities Fund Inc. (The),Gabelli Convertible and Income Securities Fund (The)
General Dynamics Corporation,General Dynamics
GoDaddy Inc. Class A,GoDaddy
Golden Entertainment Inc.,Golden Entertainment
Gardner Denver Holdings Inc.,Gardner Denver
GDL Fund The of Beneficial Interest,GDL Fund The of Beneficial Interest
Western Asset Global Corporate Defined Opportunity Fund Inc.,Western Asset Global Corporate Defined Opportunity Fund
Green Dot Corporation Class A $0.001 par value,Green Dot $0.001 par value
Goodrich Petroleum Corporation,Goodrich Petroleum
GDS Holdings Limited,GDS Limited
Gabelli Dividend & Income Trust of Beneficial Interest,Gabelli Dividend & Income Trust of Beneficial Interest
VanEck Vectors Gold Miners,VanEck Vectors Gold Miners
General Electric Company,General Electric Company
Great Elm Capital Group Inc.,Great Elm Capital
Great Elm Capital Corp.,Great Elm Capital
Greif Inc. Class A,Greif
Greif Inc. Corporation Class B,Greif B
Genesis Energy L.P.,Genesis Energy
Gemphire Therapeutics Inc.,Gemphire Therapeutics
Genesis Healthcare Inc.,Genesis Healthcare
Gencor Industries Inc.,Gencor Industries
Genetic Technologies Ltd,Genetic
Geo Group Inc (The) REIT,Geo (The) REIT
Geospace Technologies Corporation,Geospace
Goldman Sachs MLP Energy Renaissance Fund,Goldman Sachs MLP Energy Renaissance Fund
Geron Corporation,Geron
Guess? Inc.,Guess?
Gevo Inc.,Gevo
New Germany Fund Inc. (The),New Germany Fund (The)
Guaranty Federal Bancshares Inc.,Guaranty Federal Bancshares
Griffon Corporation,Griffon
Gold Fields Limited American Depositary Shares,Gold Fields Limited American Depositary Shares
General Finance Corporation,General Finance
Western Asset Variable Rate Strategic Fund Inc.,Western Asset Variable Rate Strategic Fund
Goldcorp Inc.,Goldcorp
Grupo Financiero Galicia S.A.,Grupo Financiero Galicia S.A.
Gerdau S.A.,Gerdau S.A.
Graco Inc.,Graco
Guggenheim Credit Allocation Fund of Beneficial Interest,Guggenheim Credit Allocation Fund of Beneficial Interest
GAMCO Global Gold Natural Resources & Income Trust,GAMCO Global Gold Natural Resources & Income Trust
The Gabelli Go Anywhere Trust of Beneficial Interest,The Gabelli Go Anywhere Trust of Beneficial Interest
Gabelli Multi-Media Trust Inc. (The),Gabelli Multi-Media Trust (The)
Gabelli Global Small and Mid Cap Value Trust (The) of Beneficial Interest,Gabelli Global Small and Mid Cap Value Trust (The) of Beneficial Interest
Guardant Health Inc.,Guardant Health
Graham Holdings Company,Graham Company
Genomic Health Inc.,Genomic Health
GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A,GreenTree Hospitality American depositary shares each representing one
Greenhill & Co. Inc.,Greenhill & Co.
Graham Corporation,Graham
PGIM Global Short Duration High Yield Fund Inc.,PGIM Global Short Duration High Yield Fund
CGI Inc.,CGI
Gulf Island Fabrication Inc.,Gulf Island Fabrication
GigCapital Inc.,GigCapital
GigaMedia Limited,GigaMedia Limited
SPDR S&P Global Infrastructure,SPDR S&P Global Infrastructure
G-III Apparel Group LTD.,G-III Apparel
Gildan Activewear Inc. Class A Sub. Vot.,Gildan Activewear Sub. Vot.
Gilead Sciences Inc.,Gilead Sciences
Gilat Satellite Networks Ltd.,Gilat Satellite Networks
Templeton Global Income Fund Inc.,Templeton Global Income Fund
General Mills Inc.,General Mills
Glaukos Corporation,Glaukos
SPDR Bloomberg Barclays Global Aggregate Bond CHF,SPDR Bloomberg Barclays Global Aggregate Bond CHF
Gladstone Capital Corporation,Gladstone Capital
Globus Maritime Limited,Globus Maritime Limited
Glen Burnie Bancorp,Glen Burnie Bancorp
SPDR Gold Trust,SPDR Gold Trust
Great Lakes Dredge & Dock Corporation,Great Lakes Dredge & Dock
China Bat Group Inc.,China Bat
GCI Liberty Inc. Class A Common Stock,GCI Liberty Common Stock
ProShares UltraShort Gold,ProShares UltraShort Gold
Galmed Pharmaceuticals Ltd.,Galmed Pharmaceuticals
Golar LNG Limited,Golar LNG Limited
Clough Global Opportunities Fund,Clough Global Opportunities Fund
Globant S.A.,Globant S.A.
GasLog Ltd.,GasLog
GasLog Partners LP representing limited partnership interests,GasLog Partners representing limited partnership interests
Glowpoint Inc.,Glowpoint
Global Partners LP representing Limited Partner Interests,Global Partners representing Limited Partner Interests
Galapagos NV,Galapagos NV
Gaming and Leisure Properties Inc.,Gaming and Leisure Properties
Clough Global Equity Fund of Beneficial Interest,Clough Global Equity Fund of Beneficial Interest
Greenlight Reinsurance Ltd.,Greenlight Reinsurance
Glatfelter,Glatfelter
Aberdeen Standard Physical Precious Metals Basket Shares,Aberdeen Standard Physical Precious Metals Basket Shares
Gabelli Global Utility of Beneficial Ownership,Gabelli Global Utility of Beneficial Ownership
Glu Mobile Inc.,Glu Mobile
Clough Global Dividend and Income Fund of beneficial interest,Clough Global Dividend and Income Fund of beneficial interest
Corning Incorporated,Corning Incorporated
GlycoMimetics Inc.,GlycoMimetics
General Motors Company,General Motors Company
General Motors Company Warrant (Expires 07/10/2019),General Motors Company Warrant (Expires 07/10/2019)
Gamida Cell Ltd.,Gamida Cell
GameStop Corporation,GameStop
Globus Medical Inc. Class A,Globus Medical
SPDR S&P Emerging Asia Pacific,SPDR S&P Emerging Asia Pacific
Golar LNG Partners LP,Golar LNG Partners
General Moly Inc.,General Moly
Global Medical REIT Inc.,Global Medical REIT
GMS Inc.,GMS
Goldman Sachs MLP Income Opportunities Fund,Goldman Sachs MLP Income Opportunities Fund
GNC Holdings Inc. Class A,GNC
Genocea Biosciences Inc.,Genocea Biosciences
Genie Energy Ltd. Class B Stock,Genie Energy B Stock
Genco Shipping & Trading Limited New (Marshall Islands),Genco Shipping & Trading Limited New (Marshall Islands)
Global Net Lease Inc.,Global Net Lease
iShares GNMA Bond ETF,iShares GNMA Bond ETF
GenMark Diagnostics Inc.,GenMark Diagnostics
Aevi Genomic Medicine Inc.,Aevi Genomic Medicine
Genprex Inc.,Genprex
SPDR S&P Global Natural Resources,SPDR S&P Global Natural Resources
Generac Holdlings Inc.,Generac Holdlings
GAMCO Natural Resources Gold & Income Trust,GAMCO Natural Resources Gold & Income Trust
Gentex Corporation,Gentex
Guaranty Bancshares Inc.,Guaranty Bancshares
Genius Brands International Inc.,Genius Brands International
Genworth Financial Inc,Genworth Financial
Guggenheim Strategic Opportunities Fund of Beneficial Interest,Guggenheim Strategic Opportunities Fund of Beneficial Interest
Golden Ocean Group Limited,Golden Ocean Limited
Gogo Inc.,Gogo
Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares,Gol Linhas Aereas Inteligentes S.A. Sponsored representing 2 Pfd Shares
Barrick Gold Corporation (BC),Barrick Gold (BC)
Acushnet Holdings Corp.,Acushnet
Gladstone Commercial Corporation,Gladstone Commercial
Alphabet Inc.,Alphabet
Alphabet Inc.,Alphabet
Canada Goose Holdings Inc. Subordinate,Canada Goose Subordinate
Gold Resource Corporation,Gold Resource
iShares U.S. Treasury Bond,iShares U.S. Treasury Bond
Gordon Pointe Acquisition Corp.,Gordon Pointe Acquisition
Genuine Parts Company,Genuine Parts Company
Group 1 Automotive Inc.,1 Automotive
Gaming Partners International Corporation,Gaming Partners International
Graphic Packaging Holding Company,Graphic Packaging Holding Company
Great Panther Silver Limited (Canada),Great Panther Silver Limited (Canada)
Guggenheim Enhanced Equity Income Fund,Guggenheim Enhanced Equity Income Fund
Granite Point Mortgage Trust Inc.,Granite Point Mortgage Trust
Global Payments Inc.,Global Payments
Gulfport Energy Corporation,Gulfport Energy
Green Plains Partners LP,Green Plains Partners
Green Plains Inc.,Green Plains
Geopark Ltd,Geopark
GoPro Inc.,GoPro
Gap Inc. (The),Gap (The)
GP Strategies Corporation,GP Strategies
W.R. Grace & Co.,W.R. Grace & Co.
Graf Industrial Corp.,Graf Industrial
Grana y Montero S.A.A. American Depositary Shares each representing five,Grana y Montero S.A.A. American Depositary Shares each representing five
Green Brick Partners Inc.,Green Brick Partners
Gorman-Rupp Company (The),Gorman-Rupp Company (The)
Global X MSCI Greece,Global X MSCI Greece
IQ ARB Global Resources,IQ ARB Global Resources
Eagle Capital Growth Fund Inc.,Eagle Capital Growth Fund
Grifols S.A.,Grifols S.A.
Cohen & Steers Global Realty Majors,Cohen & Steers Global Realty Majors
First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund
Griffin Industrial Realty Inc.,Griffin Industrial Realty
Grindrod Shipping Holdings Ltd.,Grindrod Shipping
Garmin Ltd.,Garmin
Greenpro Capital Corp.,Greenpro Capital
U.S. Global Investors Inc.,U.S. Global Investors
Granite Real Estate Inc. Stapled Units each consisting of one unit of Trust and one common share of Granite REIT Inc.,Granite Real Estate Stapled Units each consisting of one unit of Trust and one common share of Granite REIT
Groupon Inc.,Groupon
Gores Holdings III Inc.,Gores III
Gritstone Oncology Inc.,Gritstone Oncology
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Grains Index - Total Return,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Grains Index Total Return
GrubHub Inc.,GrubHub
GRAVITY Co. Ltd.,GRAVITY Co.
The Gabelli Healthcare & Wellness Trust of Beneficial Interest,The Gabelli Healthcare & Wellness Trust of Beneficial Interest
Goldman Sachs Group Inc. (The),Goldman Sachs (The)
GS Acquisition Holdings Corp. Class A,GS Acquisition
Globalstar Inc.,Globalstar
GlobalSCAPE Inc.,GlobalSCAPE
Great Southern Bancorp Inc.,Great Southern Bancorp
Goldman Sachs BDC Inc.,Goldman Sachs BDC
Goldman Sachs Connect S&P Enhanced Commodity Total Return Strategy Index,Goldman Sachs Connect S&P Enhanced Commodity Total Return Strategy Index
iShares GSCI Commodity-Indexed Trust Fund,iShares GSCI Commodity-Indexed Trust Fund
Guangshen Railway Company Limited,Guangshen Railway Company Limited
Goosehead Insurance Inc.,Goosehead Insurance
GSI Technology Inc.,GSI Technology
GlaxoSmithKline PLC,GlaxoSmithKline PLC
GreenSky Inc.,GreenSky
Global Ship Lease Inc New Class A,Global Ship Lease New
Ferroglobe PLC,Ferroglobe PLC
Barclays Bank PLC iPath Exchange Traded Notes due June 12 2036 Linked to GSCI Total Return Index,Barclays Bank PLC iPath Exchange Traded Notes due June 12 2036 Linked to GSCI Total Return Index
Golden Star Resources Ltd,Golden Star Resources
Gridsum Holding Inc.,Gridsum Holding
Gold Standard Ventures Corporation (Canada),Gold Standard Ventures (Canada)
GSV Capital Corp,GSV Capital
Invesco Ultra Short Duration,Invesco Ultra Short Duration
The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company
Gran Tierra Energy Inc.,Gran Tierra Energy
Gates Industrial Corporation plc,Gates Industrial plc
G1 Therapeutics Inc.,G1 Therapeutics
Good Times Restaurants Inc.,Good Times Restaurants
Chart Industries Inc.,Chart Industries
Gray Television Inc.,Gray Television
Gray Television Inc. CLass A,Gray Television
Triple-S Management Corporation Class B,Triple-S Management B
GTT Communications Inc.,GTT Communications
Garrett Motion Inc.,Garrett Motion
GTx Inc.,GTx
Getty Realty Corporation,Getty Realty
GTY Technology Holdings Inc.,GTY Technology
WisdomTree Middle East Dividend Fund,WisdomTree Middle East Dividend Fund
FlexShares Global Upstream Natural Resources Index Fund,FlexShares Global Upstream Natural Resources Index Fund
Gulf Resources Inc.,Gulf Resources
Global X Guru Index,Global X Guru Index
Gabelli Utility Trust (The),Gabelli Utility Trust (The)
Goldfield Corporation (The),Goldfield (The)
Granite Construction Incorporated,Granite Construction Incorporated
iShares Intermediate Government/Credit Bond,iShares Intermediate Government/Credit Bond
GSE Systems Inc.,GSE Systems
Great Western Bancorp Inc.,Great Western Bancorp
